LG_ST_Code,State,LG_DT_Code,District,Pincode,RegistrationDate,EnterpriseName,CommunicationAddress,Activities
15,MIZORAM,263,KOLASIB,796081.0,25/09/2023,MNT Tailoring,"102, venglai, Kolasib, 102, Bilkhawthlir, Kolasib","[{""NIC5DigitId"":""14105"",""Description"":""Custom tailoring""}]"
15,MIZORAM,263,KOLASIB,796081.0,03/10/2023,Sophia Variety Store,"102, Venglai, Venglai, 102, Bilkhawthlir, Kolasib","[{""NIC5DigitId"":""10109"",""Description"":""Production, processing and preserving of other meat and meat products n.e.c.""}]"
15,MIZORAM,263,KOLASIB,796070.0,14/06/2023,HLUTEI VARIETY STORE,"27, Hmarveng, Hmarveng, 27, N Thingdawl, Kawnpui","[{""NIC5DigitId"":""46419"",""Description"":""Wholesale of other clothing items n.e.c.""}]"
15,MIZORAM,263,KOLASIB,796081,12/04/2024,Zovi Enterprise,"1, Diakkawn Bazaar, Bazar, 1, Bilkhawthlir, Kolasib","[{""NIC5DigitId"":""47640"",""Description"":""Retail sale of games and toys in specialized stores""}]"
15,MIZORAM,263,KOLASIB,796081.0,10/10/2023,OPA BARBER SHOP,"BANGLAKAWN, CHHABE BUILDING, BANGLAKAWN, BANGLAKAWN, BILKHAWTHLIR, KOLASIB","[{""NIC5DigitId"":""96095"",""Description"":""Activities of sauna and steam baths, massage salons etc.""}]"
15,MIZORAM,263,KOLASIB,796081.0,05/11/2022,Lalsangpuii,"1, Lalsangpuii Building, Diakkawn Bazar, 1, Diakkawn, Kolasib","[{""NIC5DigitId"":""47711"",""Description"":""Retail sale of readymade garments, hosiery goods, other articles of clothing and clothing accessories such as gloves, ties, braces etc.""}]"
15,MIZORAM,263,KOLASIB,796081,10/04/2024,NGAITEI VARIETY STORE & KOLASIB ICE PLANT,"Hmarveng, Hmarveng, Hmarveng, Hmarveng, Bilkhawthlir, Kolasib","[{""NIC5DigitId"":""35303"",""Description"":""Production of ice, including ice for food and non-food (e.g. cooling) purposes""},{""NIC5DigitId"":""46309"",""Description"":""Wholesale of other basic\/manufactured food stuffs n.e.c.""},{""NIC5DigitId"":""46419"",""Description"":""Wholesale of other clothing items n.e.c.""}]"
15,MIZORAM,263,KOLASIB,796081,12/08/2024,SUNRISE VILLA,"SUNRISE VILLA, SAKAWRHMUITUAI TLANG, KOLASIB, SUNRISE VILLA, TLANGNUAM, AIZAWL","[{""NIC5DigitId"":""56104"",""Description"":""Restaurant and bar activities connected to transportation, when carried out by separate units""}]"
15,MIZORAM,263,KOLASIB,796081,12/08/2024,ZOSANGZUALI,"NA, Vengthar, NA, NA, Thingdawl, Kolasib","[{""NIC5DigitId"":""56210"",""Description"":""Event catering""}]"
15,MIZORAM,263,KOLASIB,796081,09/07/2024,Bossy Beauties,"12, Diakkawn, Diakkawn, 12, Bilkhawthlir, Kolasib","[{""NIC5DigitId"":""96020"",""Description"":""Hairdressing and other beauty treatment""}]"
15,MIZORAM,263,KOLASIB,796091,07/05/2024,Rinpuii Store,"102, Buhchangphai, Buhchangphai, 102, Bilkhawthlir, Kolasib","[{""NIC5DigitId"":""47219"",""Description"":""Retail sale of other food products n.e.c.""}]"
15,MIZORAM,263,KOLASIB,796081,25/06/2024,Samuel Store,"12, Venglai East, Venglai Easr, 12, Bilkhawthlir, Kolasib","[{""NIC5DigitId"":""10504"",""Description"":""Manufacture of cream, butter, cheese, curd, ghee, khoya etc.""}]"
15,MIZORAM,263,KOLASIB,796081,10/01/2025,Khundongbam Vitamjit Singh,"Ground flr, C/o Bishnu Kumar Kawar, Hmar veng road, Ground flr, A, Kolasib","[{""NIC5DigitId"":""47740"",""Description"":""Retail sale of second-hand goods""}]"
15,MIZORAM,263,KOLASIB,796081,03/07/2024,RUATKIMI TEA STORE,"102, Challui veng, Challui veng, 102, Bilkhawthlir, Kolasib","[{""NIC5DigitId"":""10791"",""Description"":""Processing and blending of tea including manufacture of instant tea""}]"
15,MIZORAM,263,KOLASIB,796081,03/07/2024,Mini ice cream manufacturing unit,"Hv. hno. 123, Lalthlamuana Building, Hmarveng, Saidan road, Hv. hno. 123, Bilkhawthlir, Kolasib","[{""NIC5DigitId"":""11044"",""Description"":""Manufacture of ice""}]"
15,MIZORAM,263,KOLASIB,796081,19/07/2024,Hmangaihi Store,"143, New Diakkawn, New Diakkawn, Kolasib, 143, 143, Kolasib","[{""NIC5DigitId"":""47110"",""Description"":""Retail sale in non-specialized stores with food, beverages or tobacco predominating""}]"
15,MIZORAM,263,KOLASIB,796101,03/02/2025,HP Store,"1, Field Veng, Field Veng, 1, Bilkhawthlir, Vairengte","[{""NIC5DigitId"":""47219"",""Description"":""Retail sale of other food products n.e.c.""}]"
15,MIZORAM,263,KOLASIB,796101,31/08/2024,SANJIVE PAUL,"CHHIM VENG, VIRENGTE, AIZWAL ROAD, CHHIM VENG, BILKHAWTHLIR, AIZWAL","[{""NIC5DigitId"":""14101"",""Description"":""Manufacture of all types of textile garments and clothing accessories""}]"
15,MIZORAM,263,KOLASIB,796081,22/08/2024,MERILIAM LALSANGLIANA,"118, NA, NA, 118, NA, Aizawl","[{""NIC5DigitId"":""22111"",""Description"":""Manufacture of rubber tyres and tubes for motor vehicles, motorcycles, scooters, three-wheelers, tractors and aircraft""}]"
15,MIZORAM,263,KOLASIB,796081,20/11/2024,LALDAWLI ENTERPRISE,"FLAT NO.1, RINPUIA BUILDING, AIZAWL ROAD, FLAT NO.1, BILKHAWTHLIR, KOLASIB","[{""NIC5DigitId"":""45101"",""Description"":""Wholesale and retail sale of new vehicles (passenger motor vehicles, ambulances, minibuses, jeeps, trucks, trailers and semi-trailers)""}]"
15,MIZORAM,263,KOLASIB,796101,20/11/2024,1UP STORE,"70, Vairengte Zalen, 1UP STORE, Vairengte, 70, Vairengte Zalen, 70, Kolasib","[{""NIC5DigitId"":""46909"",""Description"":""Other non-specialised wholesale trade n.e.c.""},{""NIC5DigitId"":""32403"",""Description"":""Manufacture of pin-tables, coin-operated games, billiards, special tables for casino games, etc.""}]"
15,MIZORAM,263,KOLASIB,796081,10/07/2024,Zuali Secondhand Dawr,"23, Tuithaveng, Near Tuithaveng Industry, 23, Bilkhawthlir, Kolasib","[{""NIC5DigitId"":""47711"",""Description"":""Retail sale of readymade garments, hosiery goods, other articles of clothing and clothing accessories such as gloves, ties, braces etc.""}]"
15,MIZORAM,263,KOLASIB,796081,09/08/2024,Zaitei Cosmetic,"647, Mapuii Building, Diakkawn, Kolasib, 647, 647, KOLASIB","[{""NIC5DigitId"":""47722"",""Description"":""Retail sale of perfumery and cosmetic articles""}]"
15,MIZORAM,263,KOLASIB,796091,09/08/2024,R LALBIAKHLUNI,"NA, NA, NA, NA, NA, KOLASIB","[{""NIC5DigitId"":""10712"",""Description"":""Manufacture of biscuits, cakes, pastries, rusks etc.""}]"
15,MIZORAM,263,KOLASIB,796091,09/08/2024,Zari Dawr,"121, Vanhnuailiana Section, Kualmawi, 121, Bilkhawthlir, Bilkhawthlir","[{""NIC5DigitId"":""96093"",""Description"":""Shoe shiners, porters, valet car parkers etc.""}]"
15,MIZORAM,263,KOLASIB,796081,13/07/2024,Henry Lalthakima,"NA, DIAKKAWN II, NA, NA, Thingdawl, Kolasib","[{""NIC5DigitId"":""46309"",""Description"":""Wholesale of other basic\/manufactured food stuffs n.e.c.""}]"
15,MIZORAM,263,KOLASIB,796081,27/06/2024,LR SECONHAND DAWR,"VENGLAI, LALMUANAWMI, NEAR TRAFFIC POINT, VENGLAI, BILKHAWTHLIR, KOLASIB","[{""NIC5DigitId"":""46419"",""Description"":""Wholesale of other clothing items n.e.c.""}]"
15,MIZORAM,263,KOLASIB,796081,16/08/2024,SAILO AGENCY,"BETHEL MUAL, VENGTHAR, KOLASIB, BETHEL MUAL, KOLASIB, KOLASIB","[{""NIC5DigitId"":""46309"",""Description"":""Wholesale of other basic\/manufactured food stuffs n.e.c.""}]"
15,MIZORAM,263,KOLASIB,796007,16/08/2024,C BIAKMAWII,"1, Mawii, N. Chaltlang, 1, 1, Kolasib","[{""NIC5DigitId"":""46411"",""Description"":""Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes""}]"
15,MIZORAM,263,KOLASIB,796101.0,14/07/2021,ALFRED LALROPIANGA,"HNo.222, CHHIMVENG, CHHIMVENG, HNo.222, CHHIMVENG, VAIRENGTE","[{""NIC5DigitId"":""49231"",""Description"":""Motorised road freight transport""}]"
15,MIZORAM,263,KOLASIB,796091.0,22/07/2021,ZALAWMA,"BUHCHANGPHAI, KOLASIB, KOLASIB, BUHCHANGPHAI, BUHCHANGPHAI, KOLASIB","[{""NIC5DigitId"":""49231"",""Description"":""Motorised road freight transport""}]"
15,MIZORAM,263,KOLASIB,796081,26/05/2021,LALREMRUATI,"NIL, LALREMRUATI BUYILDING, RAIL CROSSING, NIL, nil, BAIRABI","[{""NIC5DigitId"":""49231"",""Description"":""Motorised road freight transport""}]"
15,MIZORAM,263,KOLASIB,796101,07/05/2024,EZRA COLLECTION,"ZALEN VENG, ZALEN VENG, ZALEN VENG, ZALEN VENG, BILKHAWTHLIR, AIZAWL","[{""NIC5DigitId"":""47711"",""Description"":""Retail sale of readymade garments, hosiery goods, other articles of clothing and clothing accessories such as gloves, ties, braces etc.""}]"
15,MIZORAM,263,KOLASIB,796081.0,08/03/2021,EMMANUEL STORE,"89, PROJECT, PROJECT, 89, BILKHAWTHLIR, KOLASIB","[{""NIC5DigitId"":""73100"",""Description"":""Advertising""}]"
15,MIZORAM,263,KOLASIB,796081,26/11/2024,THOLEHI FURNITURE WORKSHOP,"56, T-SEC, RIMAWI VENG, 56, BILKHAWTHLIR, KOLASIB","[{""NIC5DigitId"":""31001"",""Description"":""Manufacture of furniture made of wood""}]"
15,MIZORAM,263,KOLASIB,796081,02/09/2024,Zote Tea Stall,"217, Diakkawn Bazar, Diakkawn Bazar, 217, Kolasib, Kolasib","[{""NIC5DigitId"":""56101"",""Description"":""Restaurants without bars""}]"
15,MIZORAM,263,KOLASIB,796081,21/09/2024,D & R HOME FURNISHING,"102, VENGTHAR, VENGTHAR, 102, BILKHAWTHLIR, KOLASIB","[{""NIC5DigitId"":""95240"",""Description"":""Repair of furniture and home furnishings""}]"
15,MIZORAM,263,KOLASIB,796081,21/09/2024,MAHLUI STORE,"123, HMARVENG, HMARVENG, 123, BILKHAWTHLIR, KOLASIB","[{""NIC5DigitId"":""47810"",""Description"":""Retail sale via stalls and markets of food, beverages and tobacco products""}]"
15,MIZORAM,263,KOLASIB,796081.0,01/11/2023,MALAWMI HOTEL,"Hno.187, Rengtekawn,Kolasib, Rengtekawn, Hno.187, Kolasib, Kolasib","[{""NIC5DigitId"":""56101"",""Description"":""Restaurants without bars""}]"
15,MIZORAM,263,KOLASIB,796081.0,08/11/2023,Ruby Lalnunsiami,"NA, NA, NA, NA, KOLASIB, KOLASIB","[{""NIC5DigitId"":""46499"",""Description"":""Wholesale of other households goods, n.e.c. [Includes wholesale of household equipment and appliances, n.e.c; photographic equipment, games, toys and sports goods (also includes bicycles, cycle rickshaw, tonga & other non-mechanised vehicles); leather goods and travel accessories; cleaning materials etc.]""}]"
15,MIZORAM,263,KOLASIB,796081.0,01/04/2024,MALSAWM FURNITURE WORKS,"66, KHUANGPUILAM, KHUANGPUILAM, 66, N THINGDAWL, KOLASIB","[{""NIC5DigitId"":""31001"",""Description"":""Manufacture of furniture made of wood""}]"
15,MIZORAM,263,KOLASIB,796081.0,22/06/2023,DOWN TOWN RESTAURANT,"Banglakawn, Banglakawn, Bilkhawthlir, Banglakawn, Bilkhawthlir, Kolasib","[{""NIC5DigitId"":""56101"",""Description"":""Restaurants without bars""}]"
15,MIZORAM,263,KOLASIB,796101.0,25/01/2021,CHRISTY STORE,"C/O T LALROCHANHLUI, ZALEN VENG, NR FIELD II, VAIRENGTE, C/O T LALROCHANHLUI, BILKHAWTHIR, VAIRENGTE","[{""NIC5DigitId"":""95292"",""Description"":""Repair and alteration of clothing""}]"
15,MIZORAM,263,KOLASIB,796081,03/05/2024,Biaktei Handloom,"1st Floor, Audrinsm Home, Main Road, 1st Floor, 3rd Block, Kolasib","[{""NIC5DigitId"":""13124"",""Description"":""Weaving, manufacturing of man-made fiber and man-made mixture fabrics.""}]"
15,MIZORAM,263,KOLASIB,796081.0,25/09/2023,Remsiama Grocery Store,"69, VENGTHAR, ATS PUMP, 69, BILKHAWTHLIR, KOLASIB","[{""NIC5DigitId"":""46909"",""Description"":""Other non-specialised wholesale trade n.e.c.""},{""NIC5DigitId"":""47810"",""Description"":""Retail sale via stalls and markets of food, beverages and tobacco products""},{""NIC5DigitId"":""10799"",""Description"":""Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods and manufacturing activities like manufacture of egg powder, sambar powder etc. (this excludes the activities covered under 10619)""}]"
15,MIZORAM,263,KOLASIB,796081.0,24/03/2021,Rli Store,"115, SALEM VENG, SALEM VENG, 115, BILKHAWTHLIR, KOLASIB","[{""NIC5DigitId"":""73100"",""Description"":""Advertising""}]"
15,MIZORAM,263,KOLASIB,796081.0,24/02/2021,PEE PEE COURIER,"87, DIAKKAWN, DIAKKAWN, 87, BILKHAWTHLIR, KOLASIB","[{""NIC5DigitId"":""53200"",""Description"":""Courier activities""}]"
15,MIZORAM,263,KOLASIB,796081,04/07/2024,LALRAMNGHAKA,"Hno.32, Venglai III, VENGLAI III, Hno.32, KOLASIB, Kolasib","[{""NIC5DigitId"":""47190"",""Description"":""Other retail sale in non-specialized stores""}]"
15,MIZORAM,263,KOLASIB,796081,04/07/2024,Forzando Music Store,"2nd Floor, Er Calvian Building, Diakkawn, 2nd Floor, Thingdawl, Kolasin","[{""NIC5DigitId"":""77309"",""Description"":""Renting and leasing of other machinery and equipment n.e.c. without operator""}]"
15,MIZORAM,263,KOLASIB,796070,03/08/2024,Aziri collection,"Kawnpui chimveng, Lalngura building, Near sheriff tlang, Kawnpui chimveng, Chimveng, Kawnpui","[{""NIC5DigitId"":""46413"",""Description"":""Wholesale of footwear""}]"
15,MIZORAM,263,KOLASIB,796081.0,15/07/2021,Elis Collection,"Diakkawn, Pi Dawli Building, Diakkawn, Diakkawn, Thingdawl, Kolasib","[{""NIC5DigitId"":""22203"",""Description"":""Manufacture of plastic articles for the packing of goods (plastic bags, sacks, containers, boxes, cases, carboys, bottles etc)""}]"
15,MIZORAM,263,KOLASIB,796081.0,29/03/2023,biofuelz,"T-35,, New Diakkawn, -, T-35,, 0, KOLASIB","[{""NIC5DigitId"":""32909"",""Description"":""Manufacture of other articles n.e.c.""}]"
15,MIZORAM,263,KOLASIB,796081.0,28/11/2020,ROHLUPUIA,"HMAR VENG, HMAR VENG, HMARVENG, HMAR VENG, KOLSAIB, KOLASIB","[{""NIC5DigitId"":""77100"",""Description"":""Renting and leasing of motor vehicles""}]"
15,MIZORAM,263,KOLASIB,796081.0,29/01/2021,CC Offset Printing,"C-55, C Zomuanpuia Building, Highway, C-55, Diakkawn, Kolasib","[{""NIC5DigitId"":""58199"",""Description"":""Other publishing activities (including on-line) n.e.c.""}]"
15,MIZORAM,263,KOLASIB,796081.0,22/09/2021,HN STORE,"23, DIAKKAWN, DIAKKAWN, 23, BILKHAWTHLIR, KOLASIB","[{""NIC5DigitId"":""85223"",""Description"":""Professional motor driving school""}]"
15,MIZORAM,263,KOLASIB,796101.0,26/04/2023,Adama,"1, Zalen Veng, Zalen Veng, 1, Bilkhawthlir, Vairengte","[{""NIC5DigitId"":""47110"",""Description"":""Retail sale in non-specialized stores with food, beverages or tobacco predominating""}]"
15,MIZORAM,263,KOLASIB,796081.0,23/08/2023,CHHUANI LASH & BEAUTY,"Diakkawn, Diakkawn, Diakkawn, Diakkawn, Thingdawl, Kolasib","[{""NIC5DigitId"":""96020"",""Description"":""Hairdressing and other beauty treatment""}]"
15,MIZORAM,263,KOLASIB,796081.0,12/10/2023,PEK PEK RESTAURANT,"N/A, N/A, N/A, N/A, BILKHAWTHLIR, KOLASIB","[{""NIC5DigitId"":""56101"",""Description"":""Restaurants without bars""}]"
15,MIZORAM,263,KOLASIB,796081.0,18/04/2024,SOBHA SAGARA,"TUMPUI, J BUDHI SAGAR, HMARVENG, TUMPUI, BILKHAWTHLIR, KOLASIB","[{""NIC5DigitId"":""15114"",""Description"":""Scraping, currying, tanning, bleaching, shearing and plucking and dyeing of fur skins and hides with the hair on""}]"
15,MIZORAM,263,KOLASIB,796081.0,18/04/2024,FAMKIMA CYBER CAFE,"196, BIAKLIANA BUILDING, BETHLEHEM VENG, 196, BILKHAWTHLIR, KOLASIB","[{""NIC5DigitId"":""63992"",""Description"":""Activities of cyber café""}]"
15,MIZORAM,263,KOLASIB,796081,28/08/2024,Zualtei Collection,"D 19, CH Section, Lalhlupuii Building, Dawr Veng, D 19, CH Section, Bilkhawthlir RD Block, Kolasib","[{""NIC5DigitId"":""46419"",""Description"":""Wholesale of other clothing items n.e.c.""}]"
15,MIZORAM,263,KOLASIB,796101,27/08/2024,LALHMINGTHANGA,"NA, NA, CHHIM VENG, NA, NA, KOLASIB","[{""NIC5DigitId"":""46632"",""Description"":""Wholesale of construction materials (sand, gravel etc.)""}]"
15,MIZORAM,263,KOLASIB,796091,04/09/2024,Ruateii Fish Seed Farm,"1, North Chawnpui, Chawnpui, 1, 1, Kolasib","[{""NIC5DigitId"":""10209"",""Description"":""Production, processing and preservation of other fish products n.e.c.""}]"
15,MIZORAM,263,KOLASIB,796081,05/02/2025,BD PHARMACY,"123, BANGLAKAWN, BANGLAKAWN, 123, BILKHAWTHLIR, KOLASIB","[{""NIC5DigitId"":""47721"",""Description"":""Retail sale of pharmaceuticals, medical and orthopaedic goods and toilet articles""}]"
15,MIZORAM,263,KOLASIB,796081,06/12/2024,ZOPA HMAWRAW DAWR,"123, DIAKKAWN, KOLASIB, DIAKKAWN, 123, BILKHAWTHLIR, KOLASIB","[{""NIC5DigitId"":""47711"",""Description"":""Retail sale of readymade garments, hosiery goods, other articles of clothing and clothing accessories such as gloves, ties, braces etc.""}]"
15,MIZORAM,263,KOLASIB,796091,07/12/2024,Hriatpuii Store,"23, Hriatpuii Building, Dawrveng, 23, Bilkhawthlir, Aizawl","[{""NIC5DigitId"":""47110"",""Description"":""Retail sale in non-specialized stores with food, beverages or tobacco predominating""}]"
15,MIZORAM,263,KOLASIB,796081,09/12/2024,HRUAIMAWII DAWR,"1, COMPUTERNESS BUILDING, DIAKKAWN, 1, BILKHAWTHLIR, KOLASIB","[{""NIC5DigitId"":""47740"",""Description"":""Retail sale of second-hand goods""}]"
15,MIZORAM,263,KOLASIB,796101,20/02/2025,ROTLUANGPUII,"H.NO.18, STATEVENG, STATEVENG, H.NO.18, BILKHAWTHLIR, VAIRENGTE","[{""NIC5DigitId"":""56291"",""Description"":""Activities of food service contractors (e.g. for transportation companies)""}]"
15,MIZORAM,263,KOLASIB,796081,19/02/2025,JD COLLECTION,"Diakkawn, Diakkawn, Diakkawn, Diakkawn, Thingdawl, Kolasib","[{""NIC5DigitId"":""18129"",""Description"":""Other service activities related to printing n.e.c.""}]"
15,MIZORAM,263,KOLASIB,796101,14/04/2025,JEHOVA VARIETY STORE,"FRLAT NO.1, LALHRUAITLUANGA BUILDING, CHHIM VENG,VAIRENGTE, FRLAT NO.1, THINGDAWL, KOLASIB","[{""NIC5DigitId"":""45101"",""Description"":""Wholesale and retail sale of new vehicles (passenger motor vehicles, ambulances, minibuses, jeeps, trucks, trailers and semi-trailers)""}]"
15,MIZORAM,263,KOLASIB,796081,05/09/2024,Sangpuii Enterprise,"1, 2nd Floor, Salem Veng, 1, 2, Kolasib","[{""NIC5DigitId"":""10799"",""Description"":""Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods and manufacturing activities like manufacture of egg powder, sambar powder etc. (this excludes the activities covered under 10619)""}]"
15,MIZORAM,263,KOLASIB,796081,05/09/2024,Zuali Enterprise,"1, KHUANGPUILAM, MAIN ROAD, 1, 2, KOLASIB","[{""NIC5DigitId"":""10619"",""Description"":""Other grain milling and processing n.e.c.""}]"
15,MIZORAM,263,KOLASIB,796081,06/09/2024,rochhungi enterprise,"#35, remruata building, MIDDLE SCHOOL MUAL, #35, BILKHAWTHLIR RD BLOCK, KOLASIB","[{""NIC5DigitId"":""10719"",""Description"":""Manufacture of other bakery products n.e.c.""}]"
15,MIZORAM,263,KOLASIB,796081,06/09/2024,ENKAWLI BAKING,"NEW DIAKKAWN, NEW DIAKKAWN, NEW DIAKKAWN, NEW DIAKKAWN, NEW DIAKKAWN, KOLASIB","[{""NIC5DigitId"":""10712"",""Description"":""Manufacture of biscuits, cakes, pastries, rusks etc.""}]"
15,MIZORAM,263,KOLASIB,796081,06/09/2024,HUALKIMI ENTERPRISE,"#55, THATKIMA BUILDING, NREGS ROAD, #55, BILKHAWTHLIR RD BLOCK, KOLASIB","[{""NIC5DigitId"":""10795"",""Description"":""Grinding and processing of spices""}]"
15,MIZORAM,263,KOLASIB,796081,06/09/2024,Mami Enterprise,"121, Khuangpuilam, Khuangpuilam, 121, Thingdawl, Kolasib","[{""NIC5DigitId"":""11045"",""Description"":""Manufacture of soft drinks""}]"
15,MIZORAM,263,KOLASIB,796081,03/12/2024,RALTE VARIETY STORE,"12A, DIAKKAWN, DIAKKAWN, 12A, BILKHAWTHLIR, KOLASIB","[{""NIC5DigitId"":""47810"",""Description"":""Retail sale via stalls and markets of food, beverages and tobacco products""}]"
15,MIZORAM,263,KOLASIB,796081,13/12/2024,JAPFA FEED,"Banglakawn, Banglakawn, Banglakawn, Banglakawn, Bilkhawthlir, Kolasib","[{""NIC5DigitId"":""47990"",""Description"":""Other retail sale not in stores, stalls or markets""}]"
15,MIZORAM,263,KOLASIB,796070,21/04/2025,JOHN VANLALSAWMA,"H-92, NEAR CHARPUI, HMARVENG, H-92, N THINGDAWL, AIZAWL","[{""NIC5DigitId"":""31001"",""Description"":""Manufacture of furniture made of wood""}]"
15,MIZORAM,263,KOLASIB,796101,16/04/2025,Kimi Enterprise,"1, Chhim Veng, Chhim Veng, 1, Bilkhawthlir, Vairengte","[{""NIC5DigitId"":""47613"",""Description"":""Retail sale of stationery office supplies such as pens, pencils, paper etc.""}]"
15,MIZORAM,263,KOLASIB,796070,13/04/2025,Sagar Chhetri,"136, Hmarveng, Near FCI GODOWN, 136, Thingdawl, Kolasib","[{""NIC5DigitId"":""56101"",""Description"":""Restaurants without bars""},{""NIC5DigitId"":""56292"",""Description"":""Operation of canteens or (e.g. for factories, offices, hospitals or schools) on a concession basis""},{""NIC5DigitId"":""01463"",""Description"":""Operation of poultry hatcheries""}]"
15,MIZORAM,263,KOLASIB,796081,28/12/2024,MATHEW ENTERPRISE,"197, KOLASIB, ICAR ROAD, 197, BILKHAWTHLIR, KOLASIP","[{""NIC5DigitId"":""88900"",""Description"":""Other social work activities without accommodation n.e.c.""}]"
15,MIZORAM,263,KOLASIB,796081,05/06/2025,NANCY LALHRUAIZELI,"212, O POINT, RAMHLUN VENG, 212, BILKHAWTHLIR, KOLASIB","[{""NIC5DigitId"":""15115"",""Description"":""Finishing of upper leather, lining leather and garment leather etc.""}]"
15,MIZORAM,263,KOLASIB,796081,30/05/2025,TIAMI DAWR,"101, LALRAMTIAMI BUILDING, BANGLAKAWN, 101, KOLASIB, KOLASIB","[{""NIC5DigitId"":""47711"",""Description"":""Retail sale of readymade garments, hosiery goods, other articles of clothing and clothing accessories such as gloves, ties, braces etc.""}]"
15,MIZORAM,263,KOLASIB,796081,14/06/2025,SHAMA STORE,"107, ARJUN JAISI, KUALMAWI, 107, KOLASIB ST, KOLASIB","[{""NIC5DigitId"":""47810"",""Description"":""Retail sale via stalls and markets of food, beverages and tobacco products""}]"
15,MIZORAM,263,KOLASIB,796014,03/07/2025,M.S.DAWNGLIANA,"CHHIMVENG, CHHIMVENG, ZANLAWN, CHHIMVENG, NEAR YMA HALL, ZANLAWN","[{""NIC5DigitId"":""96098"",""Description"":""General household maintenance activities like grooming of the floor, dusting, cleaning of utensils etc.""}]"
15,MIZORAM,263,KOLASIB,796101,08/07/2025,Rohmingi Enterprise,"1, Zalen Veng, Zalen Veng, 1, Bilkhawthlir, Vairengte","[{""NIC5DigitId"":""47219"",""Description"":""Retail sale of other food products n.e.c.""}]"
15,MIZORAM,263,KOLASIB,796101,03/08/2025,RICHARD FURNITURE,"Kolasib, RICHARD FURNITURE, CID SCHOOL, Kolasib, VAIRENGTE, Kolasib","[{""NIC5DigitId"":""31009"",""Description"":""Manufacture of other furniture n.e.c.""}]"
15,MIZORAM,263,KOLASIB,796081,02/08/2025,QMAX INHOME,"Vengthar, Vengthar, Vengthar, Vengthar, Thingdawl, Kolasib","[{""NIC5DigitId"":""46633"",""Description"":""Wholesale of hardware and sanitary fittings and fixtures and flat glass including tools such as hammers, saws, screwdrivers and other hand tools""}]"
15,MIZORAM,263,KOLASIB,796081,02/08/2025,MESAK & MAMI BAKERY,"66, OBEDA HOUSE, HELIPAD VENG, 66, BILKHAWTHLIR, KOLASIB","[{""NIC5DigitId"":""10719"",""Description"":""Manufacture of other bakery products n.e.c.""}]"
15,MIZORAM,263,KOLASIB,796081,17/07/2025,4B Furniture,"1, Near CZS Office, N/A, 1, Bilkhawthlir, Kolasib","[{""NIC5DigitId"":""47591"",""Description"":""Retail sale of household furniture""}]"
15,MIZORAM,263,KOLASIB,796070,24/07/2025,Digicamshop.in,"V-80, Sangtei, Kawnpui Venglai, V-80, Thingdawl, KOLASIB","[{""NIC5DigitId"":""47411"",""Description"":""Retail sale of computers and computer peripherals""}]"
15,MIZORAM,263,KOLASIB,796070,24/07/2025,Nicky Home Stay,"K-5, Nicky Hotel, Kanan Veng, K-5, Kanan Veng, Kawnpui","[{""NIC5DigitId"":""55109"",""Description"":""Provision of short stay accommodation n.e.c. (e.g. holiday homes, private guest houses etc.)""}]"
15,MIZORAM,263,KOLASIB,796101,09/08/2025,Lalhmangaihzuali,"149, Na, Bungalow Veng, 149, Na, Kolasib","[{""NIC5DigitId"":""12007"",""Description"":""Manufacture of catechu(katha) and chewing lime""}]"
15,MIZORAM,263,KOLASIB,796081,22/08/2025,Lalramhluni,"Diakkawn, Diakkawn, Diakkawn, Diakkawn, Kolasib, Kolasib","[{""NIC5DigitId"":""47740"",""Description"":""Retail sale of second-hand goods""}]"
15,MIZORAM,263,KOLASIB,796081,23/08/2025,Clothes Store,"140, Tlanteii, Chawngbawla Section, 140, Bilkhawthlir RD Block, Kolasib","[{""NIC5DigitId"":""47740"",""Description"":""Retail sale of second-hand goods""}]"
15,MIZORAM,263,KOLASIB,796081,23/08/2025,LBC,"100, Bairabi, Bairabi, 100, Bilkhawthlir, Kolasib","[{""NIC5DigitId"":""88100"",""Description"":""Social work activities without accommodation for the elderly and disabled""}]"
15,MIZORAM,263,KOLASIB,796081,26/08/2025,JOJO STORE,"1, R.PAKUNGA BUILDING, VENGLAI, 1, BILKHAWTHLIR, KOLASIB","[{""NIC5DigitId"":""46309"",""Description"":""Wholesale of other basic\/manufactured food stuffs n.e.c.""}]"
15,MIZORAM,263,KOLASIB,796081.0,11/09/2021,KHIANGTE AUTOMOBILES,"GROUND FLOOR, KHIANGTE AUTOMOBILES, DIAKKAWN, GROUND FLOOR, BILKHAWTHLIR, KOLASIB","[{""NIC5DigitId"":""45200"",""Description"":""Maintenance and repair of motor vehicles""},{""NIC5DigitId"":""45401"",""Description"":""Wholesale or retail sale of new motorcycles, mopeds, scooters and three wheelers""}]"
15,MIZORAM,263,KOLASIB,796081.0,12/04/2022,LALNUNPUII,"Diakkawn, Diakkawn cp road, Cp road, Diakkawn, Kolasib, Kolasib","[{""NIC5DigitId"":""49229"",""Description"":""Other non urban passenger land transport n.e.c.""}]"
